Scan Delay : 2570459.000000
Connect Delay : 1185946.000000
Disconnect Delay : 142.000000
--
Scan Delay : 2570062.000000
Connect Delay : 1055372.000000
Disconnect Delay : 73.000000
--
Scan Delay : 2570247.000000
Connect Delay : 1473352.000000
Disconnect Delay : 74.000000
--
Scan Delay : 17944724.000000
Connect Delay : 1560854.000000
Disconnect Delay : 160.000000
--
Scan Delay : 2570381.000000
Connect Delay : 890186.000000
Disconnect Delay : 199.000000
--
Scan Delay : 2569867.000000
Connect Delay : 1190260.000000
Disconnect Delay : 70.000000
--
Scan Delay : 6414833.000000
Connect Delay : 1192932.000000
Disconnect Delay : 71.000000
--
Scan Delay : 11539825.000000
Connect Delay : 448975.000000
Disconnect Delay : 72.000000
--
Scan Delay : 11539013.000000
Connect Delay : 1111311.000000
Disconnect Delay : 70.000000
--
Scan Delay : 2569971.000000
Connect Delay : 768166.000000
Disconnect Delay : 73.000000
--
Scan Delay : 2570045.000000
Connect Delay : 1084447.000000
Disconnect Delay : 75.000000
--
Scan Delay : 2569727.000000
Connect Delay : 471413.000000
Disconnect Delay : 74.000000
--
Scan Delay : 2570001.000000
Connect Delay : 797331.000000
Disconnect Delay : 74.000000
--
Scan Delay : 2569826.000000
Connect Delay : 786190.000000
Disconnect Delay : 74.000000
--
Scan Delay : 11540353.000000
Connect Delay : 1495112.000000
Disconnect Delay : 161.000000
--

Scan Delay : 2570913.000000
Connect Delay : 810234.000000
Disconnect Delay : 73.000000
--
Scan Delay : 2569952.000000
Connect Delay : 1009750.000000
Disconnect Delay : 71.000000
--
Scan Delay : 11540000.000000
Connect Delay : 1004679.000000
Disconnect Delay : 73.000000
--
Scan Delay : 2570605.000000
Connect Delay : 1069659.000000
Disconnect Delay : 71.000000
--
Scan Delay : 6413977.000000
Connect Delay : 7354678.000000
Disconnect Delay : 74.000000
--
Scan Delay : 6414971.000000
Connect Delay : 382840.000000
Disconnect Delay : 72.000000
--
Scan Delay : 11540610.000000
Connect Delay : 421850.000000
Disconnect Delay : 74.000000
--
Scan Delay : 2570717.000000
Connect Delay : 690708.000000
Disconnect Delay : 74.000000
--
Scan Delay : 2570448.000000
Connect Delay : 462340.000000
Disconnect Delay : 70.000000
--
Scan Delay : 11540717.000000
Connect Delay : 1404434.000000
Disconnect Delay : 78.000000
--
