Receive Delay : 102400 477527.000000
Receive Delay : 102400 554622.000000
Receive Delay : 102400 518109.000000
Receive Delay : 102400 506674.000000
Receive Delay : 102400 908583.000000
Receive Delay : 1048576 4802812.000000
Receive Delay : 1048576 4664659.000000
Receive Delay : 1048576 4784596.000000
Receive Delay : 1048576 4764486.000000
Receive Delay : 1048576 4685276.000000
Receive Delay : 5242880 23497066.000000
Receive Delay : 5242880 23430007.000000
Receive Delay : 5242880 23591225.000000
Receive Delay : 5242880 23757640.000000
Receive Delay : 5242880 23676827.000000
Receive Delay : 10485760 48044430.000000
Receive Delay : 10485760 47626745.000000
Receive Delay : 10485760 46654700.000000
Receive Delay : 10485760 46605726.000000
Receive Delay : 10485760 46282747.000000
Receive Delay : 20971520 94350808.000000
Receive Delay : 20971520 93362154.000000
Receive Delay : 20971520 92971920.000000
Receive Delay : 20971520 92236151.000000
Receive Delay : 20971520 92280093.000000
