Receive Delay : 102400 533182.000000
Scan Delay : 2565405.000000
Connect Delay : 1372028.000000
Disconnect Delay : 76.000000
--
Receive Delay : 102400 537129.000000
Scan Delay : 2565116.000000
Connect Delay : 1148286.000000
Disconnect Delay : 135.000000
--
Receive Delay : 102400 523603.000000
Scan Delay : 6409505.000000
Connect Delay : 1114689.000000
Disconnect Delay : 74.000000
--
Receive Delay : 102400 590916.000000
Scan Delay : 6409674.000000
Connect Delay : 1172515.000000
Disconnect Delay : 77.000000
--
Receive Delay : 102400 536618.000000
Scan Delay : 6409945.000000
Connect Delay : 1081551.000000
Disconnect Delay : 70.000000
--
Receive Delay : 1048576 5233950.000000
Scan Delay : 11536052.000000
Connect Delay : 1517897.000000
Disconnect Delay : 74.000000
--
Receive Delay : 1048576 4719414.000000
Scan Delay : 17933010.000000
Connect Delay : 3378800.000000
Disconnect Delay : 75.000000
--
Receive Delay : 1048576 4689324.000000
Scan Delay : 2564828.000000
Connect Delay : 817021.000000
Disconnect Delay : 70.000000
--
Receive Delay : 1048576 4752799.000000
Scan Delay : 6408222.000000
Connect Delay : 786706.000000
Disconnect Delay : 75.000000
--
Receive Delay : 1048576 4687511.000000
Scan Delay : 6409109.000000
Connect Delay : 809246.000000
Disconnect Delay : 75.000000
--
Receive Delay : 5242880 24162034.000000
Scan Delay : 2563902.000000
Connect Delay : 748088.000000
Disconnect Delay : 139.000000
--
Receive Delay : 5242880 23228368.000000
Scan Delay : 2564400.000000
Connect Delay : 1366917.000000
Disconnect Delay : 72.000000
--
Receive Delay : 5242880 23872571.000000
Scan Delay : 2564492.000000
Connect Delay : 834909.000000
Disconnect Delay : 225.000000
--
Receive Delay : 5242880 23364942.000000
Scan Delay : 2564393.000000
Connect Delay : 1346363.000000
Disconnect Delay : 72.000000
--
Receive Delay : 5242880 23847853.000000
Scan Delay : 11534462.000000
Connect Delay : 836568.000000
Disconnect Delay : 159.000000
--

Receive Delay : 10485760 47307921.000000
Scan Delay : 6410147.000000
Connect Delay : 789016.000000
Disconnect Delay : 71.000000
--
Receive Delay : 10485760 48906398.000000
Scan Delay : 2565338.000000
Connect Delay : 1486935.000000
Disconnect Delay : 72.000000
--
Receive Delay : 10485760 48325996.000000
Scan Delay : 2565409.000000
Connect Delay : 739447.000000
Disconnect Delay : 77.000000
--
Receive Delay : 10485760 46639760.000000
Scan Delay : 6409530.000000
Connect Delay : 1059762.000000
Disconnect Delay : 75.000000
--
Receive Delay : 10485760 46620390.000000
Scan Delay : 11535604.000000
Connect Delay : 1095172.000000
Disconnect Delay : 75.000000
--
Receive Delay : 20971520 93223580.000000
Scan Delay : 2565029.000000
Connect Delay : 631311.000000
Disconnect Delay : 72.000000
--
Receive Delay : 20971520 101983709.000000
Scan Delay : 6409726.000000
Connect Delay : 808178.000000
Disconnect Delay : 72.000000
--
Receive Delay : 20971520 92352892.000000
Scan Delay : 11535255.000000
Connect Delay : 1529461.000000
Disconnect Delay : 72.000000
--
Receive Delay : 20971520 92140334.000000
Scan Delay : 2563976.000000
Connect Delay : 442834.000000
Disconnect Delay : 353.000000
--
Receive Delay : 20971520 91746731.000000
Scan Delay : 2564134.000000
Connect Delay : 971383.000000
Disconnect Delay : 73.000000
--
