Receive Delay : 102400 469770.000000
Scan Delay : 1539380.000000
Connect Delay : 28877407.000000
Disconnect Delay : 143.000000
--
Receive Delay : 102400 459186.000000
Scan Delay : 8476001.000000
Connect Delay : 2911901.000000
Disconnect Delay : 72.000000
--
Receive Delay : 102400 432880.000000
Scan Delay : 4322365.000000
Connect Delay : 1590970.000000
Disconnect Delay : 72.000000
--
Receive Delay : 102400 439357.000000
Scan Delay : 2300773.000000
Connect Delay : 4080645.000000
Disconnect Delay : 131.000000
--
Receive Delay : 102400 460481.000000
Scan Delay : 353557.000000
Connect Delay : 5477637.000000
Disconnect Delay : 74.000000
--
Receive Delay : 1048576 5432080.000000
Scan Delay : 5026519.000000
Connect Delay : 1562381.000000
Disconnect Delay : 229.000000
--
Receive Delay : 1048576 5682708.000000
Scan Delay : 1497800.000000
Connect Delay : 5624103.000000
Disconnect Delay : 203.000000
--
Receive Delay : 1048576 5715521.000000
Scan Delay : 7350730.000000
Connect Delay : 4159086.000000
Disconnect Delay : 74.000000
--
Receive Delay : 1048576 5605047.000000
Scan Delay : 4794107.000000
Connect Delay : 23646126.000000
Disconnect Delay : 70.000000
--
Receive Delay : 1048576 5456560.000000
Scan Delay : 2414517.000000
Connect Delay : 4250428.000000
Disconnect Delay : 73.000000
--
Receive Delay : 5242880 27371176.000000
Scan Delay : 7313237.000000
Connect Delay : 4361897.000000
Disconnect Delay : 126.000000
--
Receive Delay : 5242880 27825619.000000
Scan Delay : 9999768.000000
Connect Delay : 1681616.000000
Disconnect Delay : 197.000000
--
Receive Delay : 5242880 27719307.000000
Scan Delay : 3402693.000000
Connect Delay : 2976600.000000
Disconnect Delay : 289.000000
--
Receive Delay : 5242880 27674361.000000
Scan Delay : 1448814.000000
Connect Delay : 5442770.000000
Disconnect Delay : 136.000000
--
Receive Delay : 5242880 27964437.000000
Scan Delay : 1684709.000000
Connect Delay : 4302176.000000
Disconnect Delay : 92.000000
--
Receive Delay : 10485760 55581767.000000
Scan Delay : 7442462.000000
Connect Delay : 4462329.000000
Disconnect Delay : 60.000000
--
Receive Delay : 10485760 55596280.000000
Scan Delay : 3706821.000000
Connect Delay : 2939055.000000
Disconnect Delay : 78.000000
--
Receive Delay : 10485760 55281145.000000
Scan Delay : 998647.000000
Connect Delay : 5443581.000000
Disconnect Delay : 70.000000
--
Receive Delay : 10485760 55043557.000000
Scan Delay : 1732872.000000
Connect Delay : 4322976.000000
Disconnect Delay : 73.000000
--
Receive Delay : 10485760 55900780.000000
Scan Delay : 2427765.000000
Connect Delay : 4235047.000000
Disconnect Delay : 133.000000
--
Receive Delay : 20971520 110990144.000000
Scan Delay : 4194049.000000
Connect Delay : 1629779.000000
Disconnect Delay : 160.000000
--
Receive Delay : 20971520 111272388.000000
Scan Delay : 1415014.000000
Connect Delay : 26838768.000000
Disconnect Delay : 199.000000
--
Receive Delay : 20971520 111101705.000000
Scan Delay : 2398051.000000
Connect Delay : 4219014.000000
Disconnect Delay : 456.000000
--
Receive Delay : 20971520 111705283.000000
Scan Delay : 3915489.000000
Connect Delay : 3118846.000000
Disconnect Delay : 175.000000
--
Receive Delay : 20971520 110187952.000000
Scan Delay : 3378563.000000
Connect Delay : 24817396.000000
Disconnect Delay : 91.000000
--
