Receive Delay : 102400 530908.000000
Scan Delay : 11603796.000000
Connect Delay : 835723.000000
Disconnect Delay : 136.000000
--
Receive Delay : 102400 637268.000000
Scan Delay : 11542220.000000
Connect Delay : 1059855.000000
Disconnect Delay : 77.000000
--
Receive Delay : 102400 628007.000000
Scan Delay : 6411577.000000
Connect Delay : 1209127.000000
Disconnect Delay : 322.000000
--
Receive Delay : 102400 516653.000000
Scan Delay : 6412712.000000
Connect Delay : 880813.000000
Disconnect Delay : 139.000000
--
Receive Delay : 102400 532871.000000
Scan Delay : 11508306.000000
Connect Delay : 3034043.000000
Disconnect Delay : 137.000000
--
Receive Delay : 1048576 4928812.000000
Scan Delay : 6413030.000000
Connect Delay : 1088438.000000
Disconnect Delay : 197.000000
--
Receive Delay : 1048576 5339496.000000
Scan Delay : 2558813.000000
Connect Delay : 943635.000000
Disconnect Delay : 73.000000
--
Receive Delay : 1048576 4798039.000000
Scan Delay : 2561904.000000
Connect Delay : 956183.000000
Disconnect Delay : 74.000000
--
Receive Delay : 1048576 4786170.000000
Scan Delay : 6407144.000000
Connect Delay : 1083086.000000
Disconnect Delay : 75.000000
--
Receive Delay : 1048576 4742379.000000
Scan Delay : 11532991.000000
Connect Delay : 4082463.000000
Disconnect Delay : 75.000000
--
Receive Delay : 5242880 23294021.000000
Scan Delay : 11533274.000000
Connect Delay : 919729.000000
Disconnect Delay : 71.000000
--
Receive Delay : 5242880 23999181.000000
Scan Delay : 6408911.000000
Connect Delay : 1244517.000000
Disconnect Delay : 75.000000
--
Receive Delay : 5242880 23984879.000000
Scan Delay : 6409207.000000
Connect Delay : 990019.000000
Disconnect Delay : 74.000000
--
Receive Delay : 5242880 23458002.000000
Scan Delay : 2564806.000000
Connect Delay : 543605.000000
Disconnect Delay : 290.000000
--
Receive Delay : 5242880 23754766.000000
Scan Delay : 6409601.000000
Connect Delay : 1310476.000000
Disconnect Delay : 72.000000
--
Receive Delay : 10485760 52465426.000000
Scan Delay : 6409728.000000
Connect Delay : 839166.000000
Disconnect Delay : 74.000000
--
Receive Delay : 10485760 47754797.000000
Scan Delay : 2564026.000000
Connect Delay : 876728.000000
Disconnect Delay : 72.000000
--
Receive Delay : 10485760 46917742.000000
Scan Delay : 2564514.000000
Connect Delay : 571112.000000
Disconnect Delay : 115.000000
--
Receive Delay : 10485760 47208198.000000
Scan Delay : 11530060.000000
Connect Delay : 947459.000000
Disconnect Delay : 73.000000
--
Receive Delay : 10485760 46114680.000000
Scan Delay : 6409517.000000
Connect Delay : 875539.000000
Disconnect Delay : 237.000000
--
Receive Delay : 20971520 93655092.000000
Scan Delay : 2564359.000000
Connect Delay : 1148701.000000
Disconnect Delay : 71.000000
--
Receive Delay : 20971520 94081458.000000
Scan Delay : 2563862.000000
Connect Delay : 1547747.000000
Disconnect Delay : 96.000000
--
Receive Delay : 20971520 93473790.000000
Scan Delay : 6410510.000000
Connect Delay : 485338.000000
Disconnect Delay : 74.000000
--
Receive Delay : 20971520 92606882.000000
Scan Delay : 6408671.000000
Connect Delay : 575533.000000
Disconnect Delay : 97.000000
--
Receive Delay : 20971520 92944910.000000
Scan Delay : 2564316.000000
Connect Delay : 1550167.000000
Disconnect Delay : 356.000000
--
