Scan Delay : 2587322.000000
Connect Delay : 3209.000000
Disconnect Delay : 49.000000
--
Scan Delay : 1187284.000000
Connect Delay : 3322.000000
Disconnect Delay : 48.000000
--
Scan Delay : 2227151.000000
Connect Delay : 3082.000000
Disconnect Delay : 50.000000
--
Scan Delay : 1307412.000000
Connect Delay : 3166.000000
Disconnect Delay : 49.000000
--
Scan Delay : 2977338.000000
Connect Delay : 3247.000000
Disconnect Delay : 50.000000
--
Scan Delay : 2097409.000000
Connect Delay : 3755.000000
Disconnect Delay : 51.000000
--
Scan Delay : 1787265.000000
Connect Delay : 3437.000000
Disconnect Delay : 279.000000
--
Scan Delay : 2857156.000000
Connect Delay : 3309.000000
Disconnect Delay : 51.000000
--
Scan Delay : 3057347.000000
Connect Delay : 3208.000000
Disconnect Delay : 49.000000
--
Scan Delay : 1257466.000000
Connect Delay : 3401.000000
Disconnect Delay : 50.000000
--
Scan Delay : 412748.000000
Connect Delay : 3218.000000
Disconnect Delay : 50.000000
--
Scan Delay : 2527143.000000
Connect Delay : 3167.000000
Disconnect Delay : 50.000000
--
Scan Delay : 1636517.000000
Connect Delay : 3299.000000
Disconnect Delay : 50.000000
--
Scan Delay : 451566.000000
Connect Delay : 3209.000000
Disconnect Delay : 50.000000
--
Scan Delay : 2037498.000000
Connect Delay : 3099.000000
Disconnect Delay : 51.000000
--
Scan Delay : 402794.000000
Connect Delay : 3662.000000
Disconnect Delay : 52.000000
--
Scan Delay : 1317379.000000
Connect Delay : 3399.000000
Disconnect Delay : 51.000000
--
Scan Delay : 1517285.000000
Connect Delay : 3202.000000
Disconnect Delay : 79.000000
--
Scan Delay : 422940.000000
Connect Delay : 3945.000000
Disconnect Delay : 52.000000
--
Scan Delay : 2227063.000000
Connect Delay : 3922.000000
Disconnect Delay : 53.000000
--
Scan Delay : 1737328.000000
Connect Delay : 3391.000000
Disconnect Delay : 52.000000
--
Scan Delay : 3047175.000000
Connect Delay : 3266.000000
Disconnect Delay : 52.000000
--
Scan Delay : 2097184.000000
Connect Delay : 7203.000000
Disconnect Delay : 51.000000
--
Scan Delay : 2837404.000000
Connect Delay : 5236.000000
Disconnect Delay : 52.000000
--
Scan Delay : 647356.000000
Connect Delay : 3349.000000
Disconnect Delay : 53.000000
--
